PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"29924024","Systemic lupus erythematosus with Guillian-Barre syndrome: A case report and literature review","Gao Z, Li X, Peng T, Hu Z, Liu J, Zhen J, Gao Y.","Medicine (Baltimore). 2018 Jun;97(25):e11160. doi: 10.1097/MD.0000000000011160.","Gao Z","Medicine (Baltimore)","2018","2018/06/21","PMC6034562","","10.1097/MD.0000000000011160"
"31360267","Gas6/TAM Receptors in Systemic Lupus Erythematosus","Cohen PL, Shao WH.","Dis Markers. 2019 Jul 9;2019:7838195. doi: 10.1155/2019/7838195. eCollection 2019.","Cohen PL","Dis Markers","2019","2019/07/31","PMC6652053","","10.1155/2019/7838195"
"30092732","Damage accrual in systemic lupus erythematosus in Dominicans in New York City and the Dominican Republic","Geraldino-Pardilla L, Kapoor T, Canto I, Perez-Recio T, Then J, Tineo C, Loyo E, Askanase A.","Lupus. 2018 Oct;27(12):1989-1995. doi: 10.1177/0961203318791764. Epub 2018 Aug 9.","Geraldino-Pardilla L","Lupus","2018","2018/08/11","","","10.1177/0961203318791764"
"29308729","Polyamine patterns in plasma of patients with systemic lupus erythematosus and fever","Kim HA, Lee HS, Shin TH, Jung JY, Baek WY, Park HJ, Lee G, Paik MJ, Suh CH.","Lupus. 2018 May;27(6):930-938. doi: 10.1177/0961203317751860. Epub 2018 Jan 7.","Kim HA","Lupus","2018","2018/01/09","","","10.1177/0961203317751860"
"28420051","Circulating prolactin level in systemic lupus erythematosus and its correlation with disease activity: a meta-analysis","Song GG, Lee YH.","Lupus. 2017 Oct;26(12):1260-1268. doi: 10.1177/0961203317693094. Epub 2017 Feb 22.","Song GG","Lupus","2017","2017/04/20","","","10.1177/0961203317693094"
"25034155","Impact of race and ethnicity in the course and outcome of systemic lupus erythematosus","González LA, Toloza SM, Alarcón GS.","Rheum Dis Clin North Am. 2014 Aug;40(3):433-54, vii-viii. doi: 10.1016/j.rdc.2014.04.001. Epub 2014 Jun 7.","González LA","Rheum Dis Clin North Am","2014","2014/07/19","","","10.1016/j.rdc.2014.04.001"
"32390496","Hepatic manifestations in systemic lupus erythematosus","González-Regueiro JA, Cruz-Contreras M, Merayo-Chalico J, Barrera-Vargas A, Ruiz-Margáin A, Campos-Murguía A, Espin-Nasser M, Martínez-Benítez B, Méndez-Cano VH, Macías-Rodríguez RU.","Lupus. 2020 Jul;29(8):813-824. doi: 10.1177/0961203320923398. Epub 2020 May 9.","González-Regueiro JA","Lupus","2020","2020/05/12","","","10.1177/0961203320923398"
"30296972","Imaging of joints in systemic lupus erythematosus","Tani C, Carli L, Stagnaro C, Elefante E, Signorini V, Balestri F, Delle Sedie A, Mosca M.","Clin Exp Rheumatol. 2018 Sep-Oct;36 Suppl 114(5):68-73. Epub 2018 Oct 1.","Tani C","Clin Exp Rheumatol","2018","2018/10/10","","",""
"27666289","Increased plasma/serum levels of prolactin in systemic lupus erythematosus: a systematic review and meta-analysis","Wang P, Lv TT, Guan SY, Li HM, Leng RX, Zou YF, Pan HF.","Postgrad Med. 2017 Jan;129(1):126-132. doi: 10.1080/00325481.2017.1241130. Epub 2016 Oct 6.","Wang P","Postgrad Med","2017","2016/09/27","","","10.1080/00325481.2017.1241130"
"28606749","Cardiovascular disease in systemic lupus erythematosus: A comprehensive update","Giannelou M, Mavragani CP.","J Autoimmun. 2017 Aug;82:1-12. doi: 10.1016/j.jaut.2017.05.008. Epub 2017 Jun 9.","Giannelou M","J Autoimmun","2017","2017/06/14","","","10.1016/j.jaut.2017.05.008"
"25955648","Anti-NR2A/B Antibodies and Other Major Molecular Mechanisms in the Pathogenesis of Cognitive Dysfunction in Systemic Lupus Erythematosus","Tay SH, Mak A.","Int J Mol Sci. 2015 May 6;16(5):10281-300. doi: 10.3390/ijms160510281.","Tay SH","Int J Mol Sci","2015","2015/05/09","PMC4463646","","10.3390/ijms160510281"
"28420050","Carotid intima-media thickness and arterial stiffness in pediatric systemic lupus erythematosus","Su-Angka N, Khositseth A, Vilaiyuk S, Tangnararatchakit K, Prangwatanagul W.","Lupus. 2017 Aug;26(9):989-995. doi: 10.1177/0961203317692434. Epub 2017 Jan 1.","Su-Angka N","Lupus","2017","2017/04/20","","","10.1177/0961203317692434"
"30637490","Cell Senescence in Lupus","Gao L, Slack M, Barnas JL, McDavid A, Anolik J, Looney RJ.","Curr Rheumatol Rep. 2019 Jan 14;21(2):1. doi: 10.1007/s11926-019-0800-6.","Gao L","Curr Rheumatol Rep","2019","2019/01/15","PMC6331499","","10.1007/s11926-019-0800-6"
"29950534","The Coexistence of Systemic Lupus Erythematosus and Psoriasis: Is It Possible?","Gunawan H, Awalia A, Soeroso J.","Acta Med Indones. 2018 Apr;50(2):144-150.","Gunawan H","Acta Med Indones","2018","2018/06/29","","",""
"28682869","The impact of systemic lupus erythematosus on women's sexual functioning: A systematic review and meta-analysis","Yin R, Xu B, Li L, Fu T, Zhang L, Zhang Q, Li X, Shen B.","Medicine (Baltimore). 2017 Jul;96(27):e7162. doi: 10.1097/MD.0000000000007162.","Yin R","Medicine (Baltimore)","2017","2017/07/07","PMC5502142","","10.1097/MD.0000000000007162"
"26729224","Childhood Lupus--Diagnosis and Management","Sawhney S.","Indian J Pediatr. 2016 Feb;83(2):146-55. doi: 10.1007/s12098-015-1962-5. Epub 2016 Jan 5.","Sawhney S","Indian J Pediatr","2016","2016/01/06","","","10.1007/s12098-015-1962-5"
"24097993","Ethnicity in systemic lupus erythematosus (SLE): its influence on susceptibility and outcomes","González LA, Toloza SM, McGwin G Jr, Alarcón GS.","Lupus. 2013 Oct;22(12):1214-24. doi: 10.1177/0961203313502571.","González LA","Lupus","2013","2013/10/08","","","10.1177/0961203313502571"
"28619369","Mechanisms of atherosclerosis and cardiovascular disease in antiphospholipid syndrome and systemic lupus erythematosus. New therapeutic approaches","Lopez-Pedrera C, Aguirre-Zamorano MÁ, Pérez-Sánchez C.","Med Clin (Barc). 2017 Aug 22;149(4):160-169. doi: 10.1016/j.medcli.2017.05.003. Epub 2017 Jun 12.","Lopez-Pedrera C","Med Clin (Barc)","2017","2017/06/17","","","10.1016/j.medcli.2017.05.003"
"27228629","Quality of Life, Coping and Depression in Systemic Lupus Erythematosus","Abu-Shakra M.","Isr Med Assoc J. 2016 Mar-Apr;18(3-4):144-5.","Abu-Shakra M","Isr Med Assoc J","2016","2016/05/28","","",""
"24888655","Systemic lupus erythematosus in Arab children. Differences and similarities with different ethnicities","Ale'ed AA, Al-Mayouf SM.","Saudi Med J. 2014 Jun;35(6):566-71.","Ale'ed AA","Saudi Med J","2014","2014/06/04","","",""
"22247332","Role of autophagy in immunity and autoimmunity, with a special focus on systemic lupus erythematosus","Pierdominici M, Vomero M, Barbati C, Colasanti T, Maselli A, Vacirca D, Giovannetti A, Malorni W, Ortona E.","FASEB J. 2012 Apr;26(4):1400-12. doi: 10.1096/fj.11-194175. Epub 2012 Jan 12.","Pierdominici M","FASEB J","2012","2012/01/17","","","10.1096/fj.11-194175"
"28013435","Evaluation of quality indicators and disease damage in childhood-onset systemic lupus erythematosus patients","Harris JG, Maletta KI, Kuhn EM, Olson JC.","Clin Rheumatol. 2017 Feb;36(2):351-359. doi: 10.1007/s10067-016-3518-0. Epub 2016 Dec 24.","Harris JG","Clin Rheumatol","2017","2016/12/26","","","10.1007/s10067-016-3518-0"
"28406053","Burden of illness in systemic lupus erythematosus: results from a UK patient and carer online survey","Kent T, Davidson A, Newman D, Buck G, D'Cruz D.","Lupus. 2017 Sep;26(10):1095-1100. doi: 10.1177/0961203317698594. Epub 2017 Apr 13.","Kent T","Lupus","2017","2017/04/14","","","10.1177/0961203317698594"
"26481913","Lupus brain fog: a biologic perspective on cognitive impairment, depression, and fatigue in systemic lupus erythematosus","Mackay M.","Immunol Res. 2015 Dec;63(1-3):26-37. doi: 10.1007/s12026-015-8716-3.","Mackay M","Immunol Res","2015","2015/10/21","","","10.1007/s12026-015-8716-3"
"29088421","Shrinking lung syndrome and systemic lupus erythematosus: a case series and literature review","Smyth H, Flood R, Kane D, Donnelly S, Mullan RH.","QJM. 2018 Dec 1;111(12):839-843. doi: 10.1093/qjmed/hcx204.","Smyth H","QJM","2018","2017/11/01","","","10.1093/qjmed/hcx204"
"25354463","Aplastic anemia as a feature of systemic lupus erythematosus: a case report and literature review","Chalayer É, Ffrench M, Cathébras P.","Rheumatol Int. 2015 Jun;35(6):1073-82. doi: 10.1007/s00296-014-3162-4. Epub 2014 Oct 30.","Chalayer É","Rheumatol Int","2015","2014/10/31","","","10.1007/s00296-014-3162-4"
"33529160","Bite of the wolf: innate immune responses propagate autoimmunity in lupus","Gupta S, Kaplan MJ.","J Clin Invest. 2021 Feb 1;131(3):e144918. doi: 10.1172/JCI144918.","Gupta S","J Clin Invest","2021","2021/02/02","PMC7843222","","10.1172/JCI144918"
"24613209","Peripheral CD4+ cell prevalence and pleuropulmonary manifestations in systemic lupus erythematosus patients","Vincze K, Kovats Z, Cseh A, Pasti K, Kiss E, Polgar A, Vasarhelyi B, Szabo AJ, Bohacs A, Tamasi L, Losonczy G, Müller V.","Respir Med. 2014 May;108(5):766-74. doi: 10.1016/j.rmed.2014.02.006. Epub 2014 Feb 18.","Vincze K","Respir Med","2014","2014/03/12","","","10.1016/j.rmed.2014.02.006"
"23263551","Association of interleukin-18 and systemic lupus erythematosus","Xu WD, Pan HF, Ye DQ.","Rheumatol Int. 2013 Dec;33(12):3055-7. doi: 10.1007/s00296-012-2623-x. Epub 2012 Dec 23.","Xu WD","Rheumatol Int","2013","2012/12/25","","","10.1007/s00296-012-2623-x"
"32467293","High disease activity status suggests more severe disease and damage accrual in systemic lupus erythematosus","Koelmeyer R, Nim HT, Nikpour M, Sun YB, Kao A, Guenther O, Morand E, Hoi A.","Lupus Sci Med. 2020 May;7(1):e000372. doi: 10.1136/lupus-2019-000372.","Koelmeyer R","Lupus Sci Med","2020","2020/05/30","PMC7259842","","10.1136/lupus-2019-000372"
"28425178","Sleep quality, clinical and psychological manifestations in women with systemic lupus erythematosus","Moraleda V, Prados G, Martínez MP, Sánchez AI, Sabio JM, Miró E.","Int J Rheum Dis. 2017 Oct;20(10):1541-1550. doi: 10.1111/1756-185X.13081. Epub 2017 Apr 19.","Moraleda V","Int J Rheum Dis","2017","2017/04/21","","","10.1111/1756-185X.13081"
"29863906","Proteomic approaches for novel systemic lupus erythematosus (SLE) drug discovery","Li Y, Wu T.","Expert Opin Drug Discov. 2018 Aug;13(8):765-777. doi: 10.1080/17460441.2018.1480718. Epub 2018 Jun 4.","Li Y","Expert Opin Drug Discov","2018","2018/06/05","","","10.1080/17460441.2018.1480718"
"24965742","Childhood onset systemic lupus erythematosus: how is it different from adult SLE?","Aggarwal A, Srivastava P.","Int J Rheum Dis. 2015 Feb;18(2):182-91. doi: 10.1111/1756-185X.12419. Epub 2014 Jun 26.","Aggarwal A","Int J Rheum Dis","2015","2014/06/27","","","10.1111/1756-185X.12419"
"24839085","Relevant concepts of functioning for patients with systemic lupus erythematosus identified in a Delphi exercise of experts and a literature review","Leuchten N, Bauernfeind B, Kuttner J, Stamm T, Smolen JS, Pisetsky DS, Aringer M.","Arthritis Care Res (Hoboken). 2014 Dec;66(12):1895-904. doi: 10.1002/acr.22372.","Leuchten N","Arthritis Care Res (Hoboken)","2014","2014/05/20","","","10.1002/acr.22372"
"32279583","Seroconversion to antinuclear antibody negativity and its association with disease flare in patients with systemic lupus erythematosus","Kwon OC, Kim YG, Park JH, Park MC.","Lupus. 2020 Jun;29(7):697-704. doi: 10.1177/0961203320917748. Epub 2020 Apr 11.","Kwon OC","Lupus","2020","2020/04/14","","","10.1177/0961203320917748"
"23846232","Systemic lupus erythematosus in the multiethnic Malaysian population: disease expression and ethnic differences revisited","Jasmin R, Sockalingam S, Cheah TE, Goh KJ.","Lupus. 2013 Aug;22(9):967-71. doi: 10.1177/0961203313496299. Epub 2013 Jul 11.","Jasmin R","Lupus","2013","2013/07/13","","","10.1177/0961203313496299"
"29963787","Cognitive impairment, event-related potentials and immunological status in patients with systemic lupus erythematosus","Szmyrka M, Pokryszko-Dragan A, Słotwiński K, Gruszka E, Korman L, Podemski R, Wiland P.","Adv Clin Exp Med. 2019 Feb;28(2):185-192. doi: 10.17219/acem/76711.","Szmyrka M","Adv Clin Exp Med","2019","2018/07/03","","","10.17219/acem/76711"
"26212119","Cardiovascular risk factors, burden of disease and preventive strategies in patients with systemic lupus erythematosus: a literature review","Benvenuti F, Gatto M, Larosa M, Iaccarino L, Punzi L, Doria A.","Expert Opin Drug Saf. 2015;14(9):1373-85. doi: 10.1517/14740338.2015.1073259. Epub 2015 Jul 29.","Benvenuti F","Expert Opin Drug Saf","2015","2015/07/28","","","10.1517/14740338.2015.1073259"
"28721860","One year in review 2017: systemic lupus erythematosus","La Paglia GMC, Leone MC, Lepri G, Vagelli R, Valentini E, Alunno A, Tani C.","Clin Exp Rheumatol. 2017 Jul-Aug;35(4):551-561. Epub 2017 Jul 11.","La Paglia GMC","Clin Exp Rheumatol","2017","2017/07/20","","",""
"29092674","Autoantibodies against complement components in systemic lupus erythematosus - role in the pathogenesis and clinical manifestations","Hristova MH, Stoyanova VS.","Lupus. 2017 Dec;26(14):1550-1555. doi: 10.1177/0961203317709347. Epub 2017 May 18.","Hristova MH","Lupus","2017","2017/11/03","","","10.1177/0961203317709347"
"27419894","[Relationship between Obesity, Adipokines and Systemic Lupus Erythematosus]","Urrego T, Vásquez GM, Gómez-Puerta JA.","Rev Fac Cien Med Univ Nac Cordoba. 2016;73(1):32-9.","Urrego T","Rev Fac Cien Med Univ Nac Cordoba","2016","2016/07/16","","",""
"24099307","Promising biomarkers for systemic lupus erythematosus","Jung JY, Bae CB, Suh CH.","Expert Opin Med Diagn. 2013 Nov;7(6):601-13. doi: 10.1517/17530059.2013.846323. Epub 2013 Oct 8.","Jung JY","Expert Opin Med Diagn","2013","2013/10/09","","","10.1517/17530059.2013.846323"
"29582096","Living with systemic lupus erythematosus in the developing world","Phuti A, Schneider M, Tikly M, Hodkinson B.","Rheumatol Int. 2018 Sep;38(9):1601-1613. doi: 10.1007/s00296-018-4017-1. Epub 2018 Mar 26.","Phuti A","Rheumatol Int","2018","2018/03/28","","","10.1007/s00296-018-4017-1"
"26583153","Peer Support and Psychosocial Pain Management Strategies for Children with Systemic Lupus Erythematosus","Nabors L, Ige TJ, Fevrier B.","J Immunol Res. 2015;2015:238263. doi: 10.1155/2015/238263. Epub 2015 Oct 25.","Nabors L","J Immunol Res","2015","2015/11/20","PMC4637132","","10.1155/2015/238263"
"23149633","Juvenile Systemic Lupus Erythematosus: neuropsychiatric manifestations","Fernandes H, Brito I.","Acta Reumatol Port. 2012 Apr-Jun;37(2):117-25.","Fernandes H","Acta Reumatol Port","2012","2012/11/15","","",""
"31368877","Combined Brain/Heart Magnetic Resonance Imaging in Systemic Lupus Erythematosus","Mavrogeni S, Koutsogeorgopoulou L, Dimitroulas T, Markousis-Mavrogenis G, Boki K, Katsifis G, Vartela V, Kallenberg CG, Kolovou G, Kitas G.","Curr Cardiol Rev. 2020;16(3):178-186. doi: 10.2174/1573403X15666190801122105.","Mavrogeni S","Curr Cardiol Rev","2020","2019/08/02","PMC7536815","","10.2174/1573403X15666190801122105"
"24791651","Why and how should we measure disease activity and damage in lupus?","Feld J, Isenberg D.","Presse Med. 2014 Jun;43(6 Pt 2):e151-6. doi: 10.1016/j.lpm.2014.03.002. Epub 2014 Apr 29.","Feld J","Presse Med","2014","2014/05/06","","","10.1016/j.lpm.2014.03.002"
"26200474","Childhood-onset systemic lupus erythematosus: an update","Borgia RE, Silverman ED.","Curr Opin Rheumatol. 2015 Sep;27(5):483-92. doi: 10.1097/BOR.0000000000000208.","Borgia RE","Curr Opin Rheumatol","2015","2015/07/23","","","10.1097/BOR.0000000000000208"
"24972897","Myelitis in systemic lupus erythematosus frequently manifests as longitudinal and sometimes occurs at low disease activity","Li XY, Xiao P, Xiao HB, Zhang LJ, Pai P, Chu P, Chan TM.","Lupus. 2014 Oct;23(11):1178-86. doi: 10.1177/0961203314541690. Epub 2014 Jun 27.","Li XY","Lupus","2014","2014/06/29","","","10.1177/0961203314541690"
"30671674","Exploring the etiopathogenesis of systemic lupus erythematosus: a genetic perspective","Javinani A, Ashraf-Ganjouei A, Aslani S, Jamshidi A, Mahmoudi M.","Immunogenetics. 2019 Apr;71(4):283-297. doi: 10.1007/s00251-019-01103-2. Epub 2019 Jan 22.","Javinani A","Immunogenetics","2019","2019/01/24","","","10.1007/s00251-019-01103-2"
"30129188","Neutrophil-to-C3 ratio and neutrophil-to-lymphocyte ratio were associated with disease activity in patients with systemic lupus erythematosus","Yu J, Zeng T, Wu Y, Tian Y, Tan L, Duan X, Wu Q, Li H, Yu L.","J Clin Lab Anal. 2019 Jan;33(1):e22633. doi: 10.1002/jcla.22633. Epub 2018 Aug 20.","Yu J","J Clin Lab Anal","2019","2018/08/22","PMC6430331","","10.1002/jcla.22633"
"27267331","Th17 cells and CD4(+) multifunctional T cells in patients with systemic lupus erythematosus","Araújo JA, Mesquita D Jr, de Melo Cruvinel W, Salmazi KI, Kallás EG, Andrade LE.","Rev Bras Reumatol Engl Ed. 2016 Jan-Feb;56(1):28-36. doi: 10.1016/j.rbre.2015.10.003. Epub 2015 Nov 19.","Araújo JA","Rev Bras Reumatol Engl Ed","2016","2016/06/09","","","10.1016/j.rbre.2015.10.003"
"32380940","Hydrogen peroxide and disease: towards a unified system of pathogenesis and therapeutics","Pravda J.","Mol Med. 2020 May 7;26(1):41. doi: 10.1186/s10020-020-00165-3.","Pravda J","Mol Med","2020","2020/05/09","PMC7204068","","10.1186/s10020-020-00165-3"
"32078830","Endothelial dysfunction and arterial stiffness in patients with systemic lupus erythematosus: A systematic review and meta-analysis","Mendoza-Pinto C, Rojas-Villarraga A, Molano-González N, García-Carrasco M, Munguía-Realpozo P, Etchegaray-Morales I, Morales-Sánchez H, Berra-Romani R, Cervera R.","Atherosclerosis. 2020 Mar;297:55-63. doi: 10.1016/j.atherosclerosis.2020.01.028. Epub 2020 Jan 31.","Mendoza-Pinto C","Atherosclerosis","2020","2020/02/21","","","10.1016/j.atherosclerosis.2020.01.028"
"32631203","Clinical features, disease activity and outcomes of Malaysian children with paediatric systemic lupus erythematosus: A cohort from a tertiary centre","Lim SC, Chan EWL, Tang SP.","Lupus. 2020 Aug;29(9):1106-1114. doi: 10.1177/0961203320939185. Epub 2020 Jul 6.","Lim SC","Lupus","2020","2020/07/08","","","10.1177/0961203320939185"
"29288864","Assessment of subclinical atherosclerosis in systemic lupus erythematosus: A systematic review and meta-analysis","Henrot P, Foret J, Barnetche T, Lazaro E, Duffau P, Seneschal J, Schaeverbeke T, Truchetet ME, Richez C.","Joint Bone Spine. 2018 Mar;85(2):155-163. doi: 10.1016/j.jbspin.2017.12.009. Epub 2017 Dec 27.","Henrot P","Joint Bone Spine","2018","2017/12/31","","","10.1016/j.jbspin.2017.12.009"
"28358242","A 12-year retrospective review of bullous systemic lupus erythematosus in cutaneous and systemic lupus erythematosus patients","Chanprapaph K, Sawatwarakul S, Vachiramon V.","Lupus. 2017 Oct;26(12):1278-1284. doi: 10.1177/0961203317699714. Epub 2017 Mar 30.","Chanprapaph K","Lupus","2017","2017/03/31","","","10.1177/0961203317699714"
"22052624","Systematic review of the epidemiology of systemic lupus erythematosus in the Asia-Pacific region: prevalence, incidence, clinical features, and mortality","Jakes RW, Bae SC, Louthrenoo W, Mok CC, Navarra SV, Kwon N.","Arthritis Care Res (Hoboken). 2012 Feb;64(2):159-68. doi: 10.1002/acr.20683.","Jakes RW","Arthritis Care Res (Hoboken)","2012","2011/11/05","","","10.1002/acr.20683"
