PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"32331860","Immunological detection of pregnancy: Evidence for systemic immune modulation during early pregnancy in ruminants","Ott TL.","Theriogenology. 2020 Jul 1;150:498-503. doi: 10.1016/j.theriogenology.2020.04.010. Epub 2020 Apr 12.","Ott TL","Theriogenology","2020","2020/04/26","","","10.1016/j.theriogenology.2020.04.010"
"29154465","The role of immunological testing and intervention in reproductive medicine: A fertile collaboration?","Ali SB, Jeelall Y, Pennell CE, Hart R, McLean-Tooke A, Lucas M.","Am J Reprod Immunol. 2018 Mar;79(3). doi: 10.1111/aji.12784. Epub 2017 Nov 20.","Ali SB","Am J Reprod Immunol","2018","2017/11/21","","","10.1111/aji.12784"
"35128441","Diabetogenically beneficial gut microbiota alterations in third trimester of pregnancy","Amabebe E, Anumba DO.","Reprod Fertil. 2021 Jan 5;2(1):R1-R12. doi: 10.1530/RAF-20-0034. eCollection 2021 Jan.","Amabebe E","Reprod Fertil","2021","2022/02/07","PMC8812459","","10.1530/RAF-20-0034"
"34992598","The Placental Innate Immune System Is Altered in Early-Onset Preeclampsia, but Not in Late-Onset Preeclampsia","Broekhuizen M, Hitzerd E, van den Bosch TPP, Dumas J, Verdijk RM, van Rijn BB, Danser AHJ, van Eijck CHJ, Reiss IKM, Mustafa DAM.","Front Immunol. 2021 Dec 21;12:780043. doi: 10.3389/fimmu.2021.780043. eCollection 2021.","Broekhuizen M","Front Immunol","2021","2022/01/07","PMC8724430","","10.3389/fimmu.2021.780043"
"24574739","Helicobacter pylori and pregnancy-related disorders","Cardaropoli S, Rolfo A, Todros T.","World J Gastroenterol. 2014 Jan 21;20(3):654-64. doi: 10.3748/wjg.v20.i3.654.","Cardaropoli S","World J Gastroenterol","2014","2014/02/28","PMC3921475","","10.3748/wjg.v20.i3.654"
"26830740","Nutritional strategies to optimize dairy cattle immunity","Sordillo LM.","J Dairy Sci. 2016 Jun;99(6):4967-4982. doi: 10.3168/jds.2015-10354. Epub 2016 Jan 29.","Sordillo LM","J Dairy Sci","2016","2016/02/03","","","10.3168/jds.2015-10354"
"33605246","COVID-19 Pandemic and Neonatal Health: What We Know so Far?","Bhandari TR , Dangal G .","Kathmandu Univ Med J (KUMJ). 2020 COVID-19 SPECIAL ISSUE;18(70):94-98.","Bhandari TR","Kathmandu Univ Med J (KUMJ)","2020","2021/02/19","","",""
"29038841","The maternal microbiome during pregnancy and allergic disease in the offspring","Vuillermin PJ, Macia L, Nanan R, Tang ML, Collier F, Brix S.","Semin Immunopathol. 2017 Nov;39(6):669-675. doi: 10.1007/s00281-017-0652-y. Epub 2017 Oct 16.","Vuillermin PJ","Semin Immunopathol","2017","2017/10/18","PMC5711986","","10.1007/s00281-017-0652-y"
"30970346","The Elusive Role of Placental Macrophages: The Hofbauer Cell","Zulu MZ, Martinez FO, Gordon S, Gray CM.","J Innate Immun. 2019;11(6):447-456. doi: 10.1159/000497416. Epub 2019 Apr 10.","Zulu MZ","J Innate Immun","2019","2019/04/11","PMC6758944","","10.1159/000497416"
"31288009","Placental bed research: II. Functional and immunological investigations of the placental bed","Harris LK, Benagiano M, D'Elios MM, Brosens I, Benagiano G.","Am J Obstet Gynecol. 2019 Nov;221(5):457-469. doi: 10.1016/j.ajog.2019.07.010. Epub 2019 Jul 6.","Harris LK","Am J Obstet Gynecol","2019","2019/07/10","","","10.1016/j.ajog.2019.07.010"
"28224678","Microbiome, autoimmunity, allergy, and helminth infection: The importance of the pregnancy period","Chen X, Liu S, Tan Q, Shoenfeld Y, Zeng Y.","Am J Reprod Immunol. 2017 Aug;78(2). doi: 10.1111/aji.12654. Epub 2017 Feb 21.","Chen X","Am J Reprod Immunol","2017","2017/02/23","","","10.1111/aji.12654"
"28585704","The regulations and role of circadian clock and melatonin in uterine receptivity and pregnancy-An immunological perspective","Man GCW, Zhang T, Chen X, Wang J, Wu F, Liu Y, Wang CC, Cheong Y, Li TC.","Am J Reprod Immunol. 2017 Aug;78(2). doi: 10.1111/aji.12715. Epub 2017 Jun 6.","Man GCW","Am J Reprod Immunol","2017","2017/06/07","","","10.1111/aji.12715"
"24591663","Asthma in pregnancy: a hit for two","Murphy VE, Schatz M.","Eur Respir Rev. 2014 Mar 1;23(131):64-8. doi: 10.1183/09059180.00008313.","Murphy VE","Eur Respir Rev","2014","2014/03/05","","","10.1183/09059180.00008313"
"30712941","Symposium review: Immunological detection of the bovine conceptus during early pregnancy","Ott TL.","J Dairy Sci. 2019 Apr;102(4):3766-3777. doi: 10.3168/jds.2018-15668. Epub 2019 Feb 1.","Ott TL","J Dairy Sci","2019","2019/02/05","","","10.3168/jds.2018-15668"
"34746058","Breastfeeding Contributes to Physiological Immune Programming in the Newborn","Camacho-Morales A, Caba M, García-Juárez M, Caba-Flores MD, Viveros-Contreras R, Martínez-Valenzuela C.","Front Pediatr. 2021 Oct 21;9:744104. doi: 10.3389/fped.2021.744104. eCollection 2021.","Camacho-Morales A","Front Pediatr","2021","2021/11/08","PMC8567139","","10.3389/fped.2021.744104"
"34607967","Maternal Immune Activation during Pregnancy Alters Postnatal Brain Growth and Cognitive Development in Nonhuman Primate Offspring","Vlasova RM, Iosif AM, Ryan AM, Funk LH, Murai T, Chen S, Lesh TA, Rowland DJ, Bennett J, Hogrefe CE, Maddock RJ, Gandal MJ, Geschwind DH, Schumann CM, Van de Water J, McAllister AK, Carter CS, Styner MA, Amaral DG, Bauman MD.","J Neurosci. 2021 Dec 1;41(48):9971-9987. doi: 10.1523/JNEUROSCI.0378-21.2021. Epub 2021 Oct 4.","Vlasova RM","J Neurosci","2021","2021/10/05","PMC8638691","","10.1523/JNEUROSCI.0378-21.2021"
"32540805","Increase of circulating inflammatory molecules in preeclampsia, an update","Guney G, Taskin MI, Tokmak A.","Eur Cytokine Netw. 2020 Mar 1;31(1):18-31. doi: 10.1684/ecn.2020.0443.","Guney G","Eur Cytokine Netw","2020","2020/06/17","","","10.1684/ecn.2020.0443"
"31598714","Relationship Between Pregnancy-Associated Malaria and Adverse Pregnancy Outcomes: a Systematic Review and Meta-Analysis","Thompson JM, Eick SM, Dailey C, Dale AP, Mehta M, Nair A, Cordero JF, Welton M.","J Trop Pediatr. 2020 Jun 1;66(3):327-338. doi: 10.1093/tropej/fmz068.","Thompson JM","J Trop Pediatr","2020","2019/10/11","","","10.1093/tropej/fmz068"
"35048051","Role of Maternal Infections and Inflammatory Responses on Craniofacial Development","Bhagirath AY, Medapati MR, de Jesus VC, Yadav S, Hinton M, Dakshinamurti S, Atukorallaya D.","Front Oral Health. 2021 Sep 6;2:735634. doi: 10.3389/froh.2021.735634. eCollection 2021.","Bhagirath AY","Front Oral Health","2021","2022/01/20","PMC8757860","","10.3389/froh.2021.735634"
"29923244","Vitamin D, autoimmunity and recurrent pregnancy loss: More than an association","Sharif K, Sharif Y, Watad A, Yavne Y, Lichtbroun B, Bragazzi NL, Amital H, Shoenfeld Y.","Am J Reprod Immunol. 2018 Sep;80(3):e12991. doi: 10.1111/aji.12991. Epub 2018 Jun 19.","Sharif K","Am J Reprod Immunol","2018","2018/06/21","","","10.1111/aji.12991"
"32986992","Complement activation and regulation in preeclampsia and hemolysis, elevated liver enzymes, and low platelet count syndrome","Burwick RM, Feinberg BB.","Am J Obstet Gynecol. 2022 Feb;226(2S):S1059-S1070. doi: 10.1016/j.ajog.2020.09.038. Epub 2020 Sep 25.","Burwick RM","Am J Obstet Gynecol","2022","2020/09/28","","","10.1016/j.ajog.2020.09.038"
"25241227","Women and primary biliary cirrhosis","Sun Y, Haapanen K, Li B, Zhang W, Van de Water J, Gershwin ME.","Clin Rev Allergy Immunol. 2015 Jun;48(2-3):285-300. doi: 10.1007/s12016-014-8449-4.","Sun Y","Clin Rev Allergy Immunol","2015","2014/09/22","","","10.1007/s12016-014-8449-4"
"27665511","Maternal HIV and Paediatric Lung Health","Slogrove AL, Frigati L, Gray DM.","Paediatr Respir Rev. 2017 Jan;21:47-53. doi: 10.1016/j.prrv.2016.08.004. Epub 2016 Aug 19.","Slogrove AL","Paediatr Respir Rev","2017","2016/09/26","","","10.1016/j.prrv.2016.08.004"
"35099411","The intestine and the microbiota in maternal glucose homeostasis during pregnancy","Yeo E, Brubaker PL, Sloboda DM.","J Endocrinol. 2022 Feb 25;253(1):R1-R19. doi: 10.1530/JOE-21-0354.","Yeo E","J Endocrinol","2022","2022/01/31","PMC8942339","","10.1530/JOE-21-0354"
"26264971","Changes in the biochemical and immunological components of serum and colostrum of overweight and obese mothers","Fujimori M, França EL, Fiorin V, Morais TC, Honorio-França AC, de Abreu LC.","BMC Pregnancy Childbirth. 2015 Aug 12;15:166. doi: 10.1186/s12884-015-0574-4.","Fujimori M","BMC Pregnancy Childbirth","2015","2015/08/13","PMC4534120","","10.1186/s12884-015-0574-4"
"22007708","Recent developments in the specific dermatoses of pregnancy","Beard MP, Millington GW.","Clin Exp Dermatol. 2012 Jan;37(1):1-4; quiz 5. doi: 10.1111/j.1365-2230.2011.04173.x. Epub 2011 Oct 18.","Beard MP","Clin Exp Dermatol","2012","2011/10/20","","","10.1111/j.1365-2230.2011.04173.x"
"32733455","Preventive Allergen-Specific Vaccination Against Allergy: Mission Possible?","Tulaeva I, Kratzer B, Campana R, Curin M, van Hage M, Karsonova A, Riabova K, Karaulov A, Khaitov M, Pickl WF, Valenta R.","Front Immunol. 2020 Jul 7;11:1368. doi: 10.3389/fimmu.2020.01368. eCollection 2020.","Tulaeva I","Front Immunol","2020","2020/08/01","PMC7358538","","10.3389/fimmu.2020.01368"
"30468774","Mast cells as protectors of health","Dudeck A, Köberle M, Goldmann O, Meyer N, Dudeck J, Lemmens S, Rohde M, Roldán NG, Dietze-Schwonberg K, Orinska Z, Medina E, Hendrix S, Metz M, Zenclussen AC, von Stebut E, Biedermann T.","J Allergy Clin Immunol. 2019 Oct;144(4S):S4-S18. doi: 10.1016/j.jaci.2018.10.054. Epub 2018 Nov 20.","Dudeck A","J Allergy Clin Immunol","2019","2018/11/24","","","10.1016/j.jaci.2018.10.054"
"26011578","Does allergy begin in utero?","Lockett GA, Huoman J, Holloway JW.","Pediatr Allergy Immunol. 2015 Aug;26(5):394-402. doi: 10.1111/pai.12408.","Lockett GA","Pediatr Allergy Immunol","2015","2015/05/27","","","10.1111/pai.12408"
"32490822","Prenatal Exposure to Endocrine-Disrupting Chemicals and Asthma and Allergic Diseases","Casas M, Gascon M.","J Investig Allergol Clin Immunol. 2020;30(4):215-228. doi: 10.18176/jiaci.0580. Epub 2020 Jun 3.","Casas M","J Investig Allergol Clin Immunol","2020","2020/06/04","","","10.18176/jiaci.0580"
"35872104","Pregnancy-related complications in systemic lupus erythematosus","Tan Y, Yang S, Liu Q, Li Z, Mu R, Qiao J, Cui L.","J Autoimmun. 2022 Jul 21:102864. doi: 10.1016/j.jaut.2022.102864. Online ahead of print.","Tan Y","J Autoimmun","2022","2022/07/25","","","10.1016/j.jaut.2022.102864"
"30465878","The role of Th17 cells in the pathophysiology of pregnancy and perinatal mood and anxiety disorders","Osborne LM, Brar A, Klein SL.","Brain Behav Immun. 2019 Feb;76:7-16. doi: 10.1016/j.bbi.2018.11.015. Epub 2018 Nov 19.","Osborne LM","Brain Behav Immun","2019","2018/11/23","PMC6359933","NIHMS1514301","10.1016/j.bbi.2018.11.015"
"34195568","Functional and genomic adaptations of blood monocytes to pregravid obesity during pregnancy","Sureshchandra S, Marshall NE, Mendoza N, Jankeel A, Zulu MZ, Messaoudi I.","iScience. 2021 Jun 4;24(6):102690. doi: 10.1016/j.isci.2021.102690. eCollection 2021 Jun 25.","Sureshchandra S","iScience","2021","2021/07/01","PMC8233196","","10.1016/j.isci.2021.102690"
"32109340","Altered proteomics profile in the amnion of patients with oligohydramnios","Cheung CY, Brace RA.","Physiol Rep. 2020 Feb;8(4):e14381. doi: 10.14814/phy2.14381.","Cheung CY","Physiol Rep","2020","2020/02/29","PMC7048322","","10.14814/phy2.14381"
"25753120","Exposure to diethylstilbestrol during pregnancy modulates microRNA expression profile in mothers and fetuses reflecting oncogenic and immunological changes","Singh NP, Abbas IK, Menard M, Singh UP, Zhang J, Nagarkatti P, Nagarkatti M.","Mol Pharmacol. 2015 May;87(5):842-54. doi: 10.1124/mol.114.096743. Epub 2015 Mar 9.","Singh NP","Mol Pharmacol","2015","2015/03/11","PMC4407731","","10.1124/mol.114.096743"
"34704078","The role of the immune system in postpartum psychosis","Hazelgrove K.","Brain Behav Immun Health. 2021 Sep 29;18:100359. doi: 10.1016/j.bbih.2021.100359. eCollection 2021 Dec.","Hazelgrove K","Brain Behav Immun Health","2021","2021/10/27","PMC8521124","","10.1016/j.bbih.2021.100359"
"34281133","Periodontal Conditions and Pathogens Associated with Pre-Eclampsia: A Scoping Review","Gare J, Kanoute A, Meda N, Viennot S, Bourgeois D, Carrouel F.","Int J Environ Res Public Health. 2021 Jul 5;18(13):7194. doi: 10.3390/ijerph18137194.","Gare J","Int J Environ Res Public Health","2021","2021/07/20","PMC8297070","","10.3390/ijerph18137194"
"26768621","Immune-Microbiota Interactions: Dysbiosis as a Global Health Issue","Logan AC, Jacka FN, Prescott SL.","Curr Allergy Asthma Rep. 2016 Feb;16(2):13. doi: 10.1007/s11882-015-0590-5.","Logan AC","Curr Allergy Asthma Rep","2016","2016/01/16","","","10.1007/s11882-015-0590-5"
"29628283","Weathering the storm; a review of pre-pregnancy stress and risk of spontaneous abortion","Frazier T, Hogue CJR, Bonney EA, Yount KM, Pearce BD.","Psychoneuroendocrinology. 2018 Jun;92:142-154. doi: 10.1016/j.psyneuen.2018.03.001. Epub 2018 Mar 1.","Frazier T","Psychoneuroendocrinology","2018","2018/04/10","","","10.1016/j.psyneuen.2018.03.001"
"33401032","Recent insights into the impact of immune dysfunction on reproduction in autoimmune thyroiditis","Zhu Q, Xu QH, Xie T, Wang LL, Liu H, Muyayalo KP, Huang XB, Zhao SJ, Liao AH.","Clin Immunol. 2021 Mar;224:108663. doi: 10.1016/j.clim.2020.108663. Epub 2021 Jan 2.","Zhu Q","Clin Immunol","2021","2021/01/05","","","10.1016/j.clim.2020.108663"
"30630174","Zika Virus as a Possible Risk Factor for Autism Spectrum Disorder: Neuroimmunological Aspects","Vianna P, Gomes JDA, Boquett JA, Fraga LR, Schuch JB, Vianna FSL, Schuler-Faccini L.","Neuroimmunomodulation. 2018;25(5-6):320-327. doi: 10.1159/000495660. Epub 2019 Jan 10.","Vianna P","Neuroimmunomodulation","2018","2019/01/11","","","10.1159/000495660"
"23406927","HAE update: epidemiology and burden of disease","Bernstein JA.","Allergy Asthma Proc. 2013 Jan-Feb;34(1):3-6. doi: 10.2500/aap.2013.34.3623.","Bernstein JA","Allergy Asthma Proc","2013","2013/02/15","","","10.2500/aap.2013.34.3623"
"29604098","Immunological effects of placental extracellular vesicles","Tong M, Abrahams VM, Chamley LW.","Immunol Cell Biol. 2018 Mar 31. doi: 10.1111/imcb.12049. Online ahead of print.","Tong M","Immunol Cell Biol","2018","2018/04/01","","","10.1111/imcb.12049"
"32536356","Developmental Origins of Health and Disease: Impact of environmental dust exposure in modulating microbiome and its association with non-communicable diseases","Ooi DS, Tan CP, Tay MJ, Ong SG, Tham EH, Siah KTH, Eriksson JG, Godfrey KM, Shek LP, Loo EX.","J Dev Orig Health Dis. 2020 Dec;11(6):545-556. doi: 10.1017/S2040174420000549. Epub 2020 Jun 15.","Ooi DS","J Dev Orig Health Dis","2020","2020/06/16","PMC7116380","EMS86670","10.1017/S2040174420000549"
"26469633","Immunological basis in the pathogenesis of intrahepatic cholestasis of pregnancy","Larson SP, Kovilam O, Agrawal DK.","Expert Rev Clin Immunol. 2016;12(1):39-48. doi: 10.1586/1744666X.2016.1101344. Epub 2015 Oct 15.","Larson SP","Expert Rev Clin Immunol","2016","2015/10/16","PMC4893793","NIHMS787728","10.1586/1744666X.2016.1101344"
"23700849","Somatic and non-somatic problems connected with psoriasis in pregnancy","Makara-Studzińska M, Pietrzak A, Lewicka M, Sulima M, Kowalczyk K, Michalak-Stoma A, Paszkowski T, Chodorowska G.","Ginekol Pol. 2013 Mar;84(3):211-3. doi: 10.17772/gp/1565.","Makara-Studzińska M","Ginekol Pol","2013","2013/05/25","","","10.17772/gp/1565"
"36170169","Clinical management of brain tumors in pregnancy","Karbhari N, Thomas AA.","Curr Opin Oncol. 2022 Nov 1;34(6):691-697. doi: 10.1097/CCO.0000000000000894. Epub 2022 Sep 27.","Karbhari N","Curr Opin Oncol","2022","2022/09/28","","","10.1097/CCO.0000000000000894"
"35283947","Predictive hematological and immunological parameters associated with postpartum progressed Covid-19 disease","Bozkurt F, Coskun O, Yelec S.","Afr Health Sci. 2021 Dec;21(4):1567-1573. doi: 10.4314/ahs.v21i4.10.","Bozkurt F","Afr Health Sci","2021","2022/03/14","PMC8889813","","10.4314/ahs.v21i4.10"
"33923959","Gestational Diabetes Mellitus and Maternal Immune Dysregulation: What We Know So Far","McElwain CJ, McCarthy FP, McCarthy CM.","Int J Mol Sci. 2021 Apr 20;22(8):4261. doi: 10.3390/ijms22084261.","McElwain CJ","Int J Mol Sci","2021","2021/04/30","PMC8073796","","10.3390/ijms22084261"
"23183353","Differential approaches for vaccination from childhood to old age","Prelog M.","Gerontology. 2013;59(3):230-9. doi: 10.1159/000343475. Epub 2012 Nov 24.","Prelog M","Gerontology","2013","2012/11/28","","","10.1159/000343475"
"27477190","Immunologic challenges of human reproduction: an evolving story","Hyde KJ, Schust DJ.","Fertil Steril. 2016 Sep 1;106(3):499-510. doi: 10.1016/j.fertnstert.2016.07.1073. Epub 2016 Jul 29.","Hyde KJ","Fertil Steril","2016","2016/08/02","","","10.1016/j.fertnstert.2016.07.1073"
"25391611","Risk factors of systemic lupus erythematosus flares during pregnancy","Jara LJ, Medina G, Cruz-Dominguez P, Navarro C, Vera-Lastra O, Saavedra MA.","Immunol Res. 2014 Dec;60(2-3):184-92. doi: 10.1007/s12026-014-8577-1.","Jara LJ","Immunol Res","2014","2014/11/14","","","10.1007/s12026-014-8577-1"
"27870929","A clinical study of cutaneous changes in pregnancy","Panicker VV, Riyaz N, Balachandran PK.","J Epidemiol Glob Health. 2017 Mar;7(1):63-70. doi: 10.1016/j.jegh.2016.10.002. Epub 2016 Nov 19.","Panicker VV","J Epidemiol Glob Health","2017","2016/11/22","PMC7320517","","10.1016/j.jegh.2016.10.002"
"34723226","The systemic inflammatory landscape of COVID-19 in pregnancy: Extensive serum proteomic profiling of mother-infant dyads with in utero SARS-CoV-2","Foo SS, Cambou MC, Mok T, Fajardo VM, Jung KL, Fuller T, Chen W, Kerin T, Mei J, Bhattacharya D, Choi Y, Wu X, Xia T, Shin WJ, Cranston J, Aldrovandi G, Tobin N, Contreras D, Ibarrondo FJ, Yang O, Yang S, Garner O, Cortado R, Bryson Y, Janzen C, Ghosh S, Devaskar S, Asilnejad B, Moreira ME, Vasconcelos Z, Soni PR, Gibson LC, Brasil P, Comhair SAA, Arumugaswami V, Erzurum SC, Rao R, Jung JU, Nielsen-Saines K.","Cell Rep Med. 2021 Nov 16;2(11):100453. doi: 10.1016/j.xcrm.2021.100453. Epub 2021 Oct 27.","Foo SS","Cell Rep Med","2021","2021/11/01","PMC8549189","","10.1016/j.xcrm.2021.100453"
"31683065","Maternal tiredness and cytokine concentrations in mid-pregnancy","Kaartinen M, Karlsson L, Paavonen EJ, Polo-Kantola P, Pelto J, Nousiainen N, Scheinin NM, Maksimow M, Salmi M, Karlsson H.","J Psychosom Res. 2019 Dec;127:109843. doi: 10.1016/j.jpsychores.2019.109843. Epub 2019 Oct 17.","Kaartinen M","J Psychosom Res","2019","2019/11/05","","","10.1016/j.jpsychores.2019.109843"
"28183434","Multigenerational cohorts in patients with asthma and allergy","Arshad SH, Karmaus W, Zhang H, Holloway JW.","J Allergy Clin Immunol. 2017 Feb;139(2):415-421. doi: 10.1016/j.jaci.2016.12.002.","Arshad SH","J Allergy Clin Immunol","2017","2017/02/11","PMC5308467","NIHMS835698","10.1016/j.jaci.2016.12.002"
"31906588","The Evolving Microbiome from Pregnancy to Early Infancy: A Comprehensive Review","Mesa MD, Loureiro B, Iglesia I, Fernandez Gonzalez S, Llurba Olivé E, García Algar O, Solana MJ, Cabero Perez MJ, Sainz T, Martinez L, Escuder-Vieco D, Parra-Llorca A, Sánchez-Campillo M, Rodriguez Martinez G, Gómez Roig D, Perez Gruz M, Andreu-Fernández V, Clotet J, Sailer S, Iglesias-Platas I, López-Herce J, Aras R, Pallás-Alonso C, de Pipaon MS, Vento M, Gormaz M, Larqué Daza E, Calvo C, Cabañas F.","Nutrients. 2020 Jan 2;12(1):133. doi: 10.3390/nu12010133.","Mesa MD","Nutrients","2020","2020/01/08","PMC7019214","","10.3390/nu12010133"
