PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"32236845","[Pregnancy with lupus erythematosus-an update]","Fischer-Betz R, Haase I.","Z Rheumatol. 2020 May;79(4):359-366. doi: 10.1007/s00393-020-00772-9.","Fischer-Betz R","Z Rheumatol","2020","2020/04/03","","","10.1007/s00393-020-00772-9"
"25769434","Ovarian function and reproductive outcomes of female patients with systemic lupus erythematosus and the strategies to preserve their fertility","Oktem O, Guzel Y, Aksoy S, Aydin E, Urman B.","Obstet Gynecol Surv. 2015 Mar;70(3):196-210. doi: 10.1097/OGX.0000000000000160.","Oktem O","Obstet Gynecol Surv","2015","2015/03/15","","","10.1097/OGX.0000000000000160"
"34931482","Adverse Perinatal Outcomes Before and After Diagnosis of Systemic Lupus Erythematosus Among African American Women","Angley M, Drews-Botsch C, Lewis TT, Badell M, Lim SS, Howards PP.","Arthritis Care Res (Hoboken). 2022 Jun;74(6):904-911. doi: 10.1002/acr.24848. Epub 2022 Apr 5.","Angley M","Arthritis Care Res (Hoboken)","2022","2021/12/21","PMC9133027","NIHMS1765659","10.1002/acr.24848"
"36104120","Adverse pregnancy outcomes in women with systemic lupus erythematosus: can we improve predictions with machine learning?","Fazzari MJ, Guerra MM, Salmon J, Kim MY.","Lupus Sci Med. 2022 Sep;9(1):e000769. doi: 10.1136/lupus-2022-000769.","Fazzari MJ","Lupus Sci Med","2022","2022/09/14","PMC9476149","","10.1136/lupus-2022-000769"
"27166627","Organ-specific systemic lupus erythematosus activity during pregnancy is associated with adverse pregnancy outcomes","Tedeschi SK, Guan H, Fine A, Costenbader KH, Bermas B.","Clin Rheumatol. 2016 Jul;35(7):1725-32. doi: 10.1007/s10067-016-3270-5. Epub 2016 May 11.","Tedeschi SK","Clin Rheumatol","2016","2016/05/12","PMC5343667","NIHMS850184","10.1007/s10067-016-3270-5"
"33590843","Are remission and low disease activity state ideal targets for pregnancy planning in systemic lupus erythematosus? A multicentre study","Tani C, Zucchi D, Haase I, Larosa M, Crisafulli F, Strigini FAL, Monacci F, Elefante E, Mucke J, Choi MY, Andreoli L, Iaccarino L, Tincani A, Doria A, Fischer-Betz R, Mosca M.","Rheumatology (Oxford). 2021 Dec 1;60(12):5610-5619. doi: 10.1093/rheumatology/keab155.","Tani C","Rheumatology (Oxford)","2021","2021/02/16","","","10.1093/rheumatology/keab155"
"25579465","[Systemic lupus erythematosus and antiphospholipid syndrome: How to manage pregnancy?]","Guettrot-Imbert G, Le Guern V, Morel N, Vauthier D, Tsatsaris V, Pannier E, Piette JC, Costedoat-Chalumeau N.","Rev Med Interne. 2015 Mar;36(3):173-81. doi: 10.1016/j.revmed.2014.12.005. Epub 2015 Jan 8.","Guettrot-Imbert G","Rev Med Interne","2015","2015/01/13","","","10.1016/j.revmed.2014.12.005"
"30686262","Maternal and Fetal Outcomes in Iranian Patients with Systemic Lupus Erythematosus: A Five-Year Retrospective Study of 60 Pregnancies","Karimzadeh P, Shenavandeh S, Asadi N.","Curr Rheumatol Rev. 2019;15(4):321-328. doi: 10.2174/1573397115666190125162248.","Karimzadeh P","Curr Rheumatol Rev","2019","2019/01/29","","","10.2174/1573397115666190125162248"
"33973409","Pregnancy Outcomes in Undifferentiated Connective Tissue Disease Compared to Systemic Lupus Erythematosus: A Single Academic Center's Experience","Kaufman KP, Eudy AM, Harris N, Neil L, Clowse MEB.","Arthritis Care Res (Hoboken). 2022 Oct;74(10):1631-1639. doi: 10.1002/acr.24644. Epub 2022 Jul 13.","Kaufman KP","Arthritis Care Res (Hoboken)","2022","2021/05/11","PMC8578567","NIHMS1704926","10.1002/acr.24644"
"28728509","Do adverse pregnancy outcomes contribute to accelerated cardiovascular events seen in young women with systemic lupus erythematosus?","Soh MC, Nelson-Piercy C, Westgren M, McCowan L, Pasupathy D.","Lupus. 2017 Nov;26(13):1351-1367. doi: 10.1177/0961203317719146. Epub 2017 Jul 20.","Soh MC","Lupus","2017","2017/07/22","","","10.1177/0961203317719146"
"34403811","Pregnancy outcomes in patients treated with belimumab: Report from real-world experience","Kao JH, Lan TY, Lu CH, Cheng CF, Huang YM, Shen CY, Hsieh SC.","Semin Arthritis Rheum. 2021 Oct;51(5):963-968. doi: 10.1016/j.semarthrit.2021.06.005. Epub 2021 Jun 24.","Kao JH","Semin Arthritis Rheum","2021","2021/08/17","","","10.1016/j.semarthrit.2021.06.005"
"27442513","Pregnancy Outcomes in Chinese Patients with Systemic Lupus Erythematosus (SLE): A Retrospective Study of 109 Pregnancies","Ku M, Guo S, Shang W, Li Q, Zeng R, Han M, Ge S, Xu G.","PLoS One. 2016 Jul 21;11(7):e0159364. doi: 10.1371/journal.pone.0159364. eCollection 2016.","Ku M","PLoS One","2016","2016/07/22","PMC4956200","","10.1371/journal.pone.0159364"
"25747013","Pregnancy outcome of systemic lupus erythematosus in relation to lupus activity before and during pregnancy","Yang MJ, Chen CY, Chang WH, Tseng JY, Yeh CC.","J Chin Med Assoc. 2015 Apr;78(4):235-40. doi: 10.1016/j.jcma.2014.11.008. Epub 2015 Mar 3.","Yang MJ","J Chin Med Assoc","2015","2015/03/10","","","10.1016/j.jcma.2014.11.008"
"27387686","Pregnancy outcomes in women with childhood-onset and adult-onset systemic lupus erythematosus: a comparative study","Saavedra MÁ, Miranda-Hernández D, Sánchez A, Morales S, Cruz-Domínguez P, Medina G, Jara LJ.","Rheumatol Int. 2016 Oct;36(10):1431-7. doi: 10.1007/s00296-016-3525-0. Epub 2016 Jul 7.","Saavedra MÁ","Rheumatol Int","2016","2016/07/09","","","10.1007/s00296-016-3525-0"
"25842985","Immunosuppression in pregnant women with systemic lupus erythematosus","Ponticelli C, Moroni G.","Expert Rev Clin Immunol. 2015 May;11(5):549-52. doi: 10.1586/1744666X.2015.1033404. Epub 2015 Apr 5.","Ponticelli C","Expert Rev Clin Immunol","2015","2015/04/07","","","10.1586/1744666X.2015.1033404"
"29908013","Patient-Reported Disease Activity and Adverse Pregnancy Outcomes in Systemic Lupus Erythematosus and Rheumatoid Arthritis","Harris N, Eudy A, Clowse M.","Arthritis Care Res (Hoboken). 2019 Mar;71(3):390-397. doi: 10.1002/acr.23621.","Harris N","Arthritis Care Res (Hoboken)","2019","2018/06/17","","","10.1002/acr.23621"
"33083843","Pregnancy outcome in systemic lupus erythematosus patients: a monocentric cohort analysis","Ceccarelli F, Pirone C, Perricone C, Selntigia A, Orefice V, Pacucci VA, Truglia S, Spinelli FR, Galoppi P, Alessandri C, Valesini G, Brunelli R, Perrone G, Conti F.","Rheumatology (Oxford). 2021 Apr 6;60(4):1747-1754. doi: 10.1093/rheumatology/keaa470.","Ceccarelli F","Rheumatology (Oxford)","2021","2020/10/21","","","10.1093/rheumatology/keaa470"
"32228711","The study of factors associated with pregnancy outcomes in patients with systemic lupus erythematosus","Zamani B, Shayestehpour M, Esfahanian F, Akbari H.","BMC Res Notes. 2020 Mar 30;13(1):185. doi: 10.1186/s13104-020-05039-9.","Zamani B","BMC Res Notes","2020","2020/04/02","PMC7108499","","10.1186/s13104-020-05039-9"
"28303447","Editorial: Cutting edge in systemic lupus erythematosus","D'Cruz DP, Kuhn A.","Immunol Res. 2017 Apr;65(2):429-431. doi: 10.1007/s12026-017-8910-6.","D'Cruz DP","Immunol Res","2017","2017/03/18","PMC5434150","","10.1007/s12026-017-8910-6"
"25305214","Hydroxychloroquine and pregnancy on lupus flares in Korean patients with systemic lupus erythematosus","Koh JH, Ko HS, Kwok SK, Ju JH, Park SH.","Lupus. 2015 Feb;24(2):210-7. doi: 10.1177/0961203314555352. Epub 2014 Oct 10.","Koh JH","Lupus","2015","2014/10/12","","","10.1177/0961203314555352"
"26090485","Pregnancy Associated with Systemic Lupus Erythematosus: Immune Tolerance in Pregnancy and Its Deficiency in Systemic Lupus Erythematosus--An Immunological Dilemma","Gluhovschi C, Gluhovschi G, Petrica L, Velciov S, Gluhovschi A.","J Immunol Res. 2015;2015:241547. doi: 10.1155/2015/241547. Epub 2015 May 18.","Gluhovschi C","J Immunol Res","2015","2015/06/20","PMC4451247","","10.1155/2015/241547"
"35676102","Improved pregnancy outcomes in systemic lupus erythematosus: A retrospective study of pregnancies from a single centre in Denmark from 2010-2020 compared with the period 1990-2010","Gohr M, Jakobsen IM, Helmig RB, Stengaard-Pedersen K, Laurberg TB, Troldborg A.","Lupus. 2022 Sep;31(10):1202-1210. doi: 10.1177/09612033221107538. Epub 2022 Jun 8.","Gohr M","Lupus","2022","2022/06/08","","","10.1177/09612033221107538"
"23236665","[Systemic lupus erythematosus and pregnancy]","Basheva S, Nikolov A, Stoilov R, Stoilov N.","Akush Ginekol (Sofiia). 2012;51(3):43-9.","Basheva S","Akush Ginekol (Sofiia)","2012","2012/12/15","","",""
"25118692","Pregnancy-related systemic lupus erythematosus: clinical features, outcome and risk factors of disease flares--a case control study","Yang H, Liu H, Xu D, Zhao L, Wang Q, Leng X, Zheng W, Zhang F, Tang F, Zhang X.","PLoS One. 2014 Aug 13;9(8):e104375. doi: 10.1371/journal.pone.0104375. eCollection 2014.","Yang H","PLoS One","2014","2014/08/15","PMC4131906","","10.1371/journal.pone.0104375"
"28205395","Pregnancy outcomes and contraceptive use in patients with systemic lupus Erythematosus, rheumatoid arthritis and women without a chronic illness: a comparative study","Galappatthy P, Jayasinghe JDD, Paththinige SC, Sheriff RMH, Wijayaratne LS.","Int J Rheum Dis. 2017 Jun;20(6):746-754. doi: 10.1111/1756-185X.12996. Epub 2017 Feb 16.","Galappatthy P","Int J Rheum Dis","2017","2017/02/17","","","10.1111/1756-185X.12996"
"22879437","Obstetric nephrology: lupus and lupus nephritis in pregnancy","Stanhope TJ, White WM, Moder KG, Smyth A, Garovic VD.","Clin J Am Soc Nephrol. 2012 Dec;7(12):2089-99. doi: 10.2215/CJN.12441211. Epub 2012 Aug 9.","Stanhope TJ","Clin J Am Soc Nephrol","2012","2012/08/11","","","10.2215/CJN.12441211"
"24839126","Systemic lupus erythematosus and outcomes in first and subsequent births based on data from a national birth registry","Wallenius M, Salvesen KÅ, Daltveit AK, Skomsvoll JF.","Arthritis Care Res (Hoboken). 2014 Nov;66(11):1718-24. doi: 10.1002/acr.22373.","Wallenius M","Arthritis Care Res (Hoboken)","2014","2014/05/20","","","10.1002/acr.22373"
"25391611","Risk factors of systemic lupus erythematosus flares during pregnancy","Jara LJ, Medina G, Cruz-Dominguez P, Navarro C, Vera-Lastra O, Saavedra MA.","Immunol Res. 2014 Dec;60(2-3):184-92. doi: 10.1007/s12026-014-8577-1.","Jara LJ","Immunol Res","2014","2014/11/14","","","10.1007/s12026-014-8577-1"
"32282083","A review of fetal and neonatal consequences of maternal systemic lupus erythematosus","Limaye MA, Buyon JP, Cuneo BF, Mehta-Lee SS.","Prenat Diagn. 2020 Aug;40(9):1066-1076. doi: 10.1002/pd.5709. Epub 2020 May 10.","Limaye MA","Prenat Diagn","2020","2020/04/14","","","10.1002/pd.5709"
"31507122","The Course of Rheumatic Diseases During Pregnancy","Andreoli L, García-Fernández A, Chiara Gerardi M, Tincani A.","Isr Med Assoc J. 2019 Jul;21(7):464-470.","Andreoli L","Isr Med Assoc J","2019","2019/09/12","","",""
"30799679","Not only disease activity but also chronic hypertension and overweight are determinants of pregnancy outcomes in patients with systemic lupus erythematosus","Normand G, Sens F, Puthet J, Jourde-Chiche N, Lemoine S, Chauveau D, Moranne O, Rémy P, Doret M, Daugas E, Juillard L; French Collaborative Group on Lupus Nephritis.","Lupus. 2019 Apr;28(4):529-537. doi: 10.1177/0961203319832097. Epub 2019 Feb 24.","Normand G","Lupus","2019","2019/02/26","","","10.1177/0961203319832097"
"26951252","What Causes Lupus Flares?","Fernandez D, Kirou KA.","Curr Rheumatol Rep. 2016 Mar;18(3):14. doi: 10.1007/s11926-016-0562-3.","Fernandez D","Curr Rheumatol Rep","2016","2016/03/09","","","10.1007/s11926-016-0562-3"
"31113392","Risk of gestational diabetes mellitus in systemic lupus erythematosus pregnancy: a systematic review and meta-analysis","Dong Y, Dai Z, Wang Z, Wang H, Yuan F, Zhu Y, Ye D, Wang B.","BMC Pregnancy Childbirth. 2019 May 22;19(1):179. doi: 10.1186/s12884-019-2329-0.","Dong Y","BMC Pregnancy Childbirth","2019","2019/05/23","PMC6529995","","10.1186/s12884-019-2329-0"
"33853420","Hydroxychloroquine prophylaxis for preeclampsia, hypertension and prematurity in pregnant patients with systemic lupus erythematosus: A meta-analysis","Duan J, Ma D, Wen X, Guo Q, Gao J, Zhang G, Xu K, Zhang L.","Lupus. 2021 Jun;30(7):1163-1174. doi: 10.1177/09612033211007199. Epub 2021 Apr 15.","Duan J","Lupus","2021","2021/04/15","","","10.1177/09612033211007199"
"23660039","Maternal and neonatal outcomes in pregnancies complicated by systemic lupus erythematosus: a population-based study","Nili F, McLeod L, O'Connell C, Sutton E, McMillan D.","J Obstet Gynaecol Can. 2013 Apr;35(4):323-328. doi: 10.1016/S1701-2163(15)30959-2.","Nili F","J Obstet Gynaecol Can","2013","2013/05/11","","","10.1016/S1701-2163(15)30959-2"
"31168416","Management of thrombotic and obstetric antiphospholipid syndrome: a systematic literature review informing the EULAR recommendations for the management of antiphospholipid syndrome in adults","Tektonidou MG, Andreoli L, Limper M, Tincani A, Ward MM.","RMD Open. 2019 Apr 28;5(1):e000924. doi: 10.1136/rmdopen-2019-000924. eCollection 2019.","Tektonidou MG","RMD Open","2019","2019/06/07","PMC6525610","","10.1136/rmdopen-2019-000924"
"25542904","Vascular- and pregnancy-related outcomes in patients with systemic lupus erythematosus with positive antiphospholipid profile and thrombocytopenia","Haddad A, Gladman DD, Ibañez D, Urowitz MB.","Lupus. 2015 Jul;24(8):822-6. doi: 10.1177/0961203314565689. Epub 2014 Dec 26.","Haddad A","Lupus","2015","2014/12/28","","","10.1177/0961203314565689"
"22907290","Management of pregnancy in systemic lupus erythematosus","Lateef A, Petri M.","Nat Rev Rheumatol. 2012 Dec;8(12):710-8. doi: 10.1038/nrrheum.2012.133. Epub 2012 Aug 21.","Lateef A","Nat Rev Rheumatol","2012","2012/08/22","","","10.1038/nrrheum.2012.133"
"25267089","Pregnancy outcomes in patients with systemic lupus erythematosus: a retrospective review of 62 pregnancies at a single tertiary center in South Korea","Park EJ, Jung H, Hwang J, Kim H, Lee J, Ahn JK, Cha HS, Koh EM.","Int J Rheum Dis. 2014 Nov;17(8):887-97. doi: 10.1111/1756-185X.12435. Epub 2014 Sep 29.","Park EJ","Int J Rheum Dis","2014","2014/10/01","","","10.1111/1756-185X.12435"
"33264243","Impact of Systemic Lupus Erythematosus on Pregnancy: Analysis of a Large 10-Year Longitudinal Mexican Cohort","Miranda-Hernández D, Sánchez A, Sánchez-Briones RE, Rivas-Ruiz R, Cruz-Reynoso L, Cruz-Domínguez P, Jara LJ, Saavedra MÁ.","J Clin Rheumatol. 2021 Sep 1;27(6S):S217-S223. doi: 10.1097/RHU.0000000000001626.","Miranda-Hernández D","J Clin Rheumatol","2021","2020/12/02","","","10.1097/RHU.0000000000001626"
"33611966","Breastfeeding in women affected by systemic lupus erythematosus: Rate, duration and associated factors","Orefice V, Ceccarelli F, Pirone C, Galoppi P, Spinelli FR, Alessandri C, Brunelli R, Perrone G, Conti F.","Lupus. 2021 May;30(6):913-920. doi: 10.1177/0961203321995263. Epub 2021 Feb 20.","Orefice V","Lupus","2021","2021/02/22","","","10.1177/0961203321995263"
"27474801","Reproductive aspects of systemic lupus erythematosus","Oktem O, Yagmur H, Bengisu H, Urman B.","J Reprod Immunol. 2016 Sep;117:57-65. doi: 10.1016/j.jri.2016.07.001. Epub 2016 Jul 19.","Oktem O","J Reprod Immunol","2016","2016/07/31","","","10.1016/j.jri.2016.07.001"
"29371202","Complement activation predicts adverse pregnancy outcome in patients with systemic lupus erythematosus and/or antiphospholipid antibodies","Kim MY, Guerra MM, Kaplowitz E, Laskin CA, Petri M, Branch DW, Lockshin MD, Sammaritano LR, Merrill JT, Porter TF, Sawitzke A, Lynch AM, Buyon JP, Salmon JE.","Ann Rheum Dis. 2018 Apr;77(4):549-555. doi: 10.1136/annrheumdis-2017-212224. Epub 2018 Jan 25.","Kim MY","Ann Rheum Dis","2018","2018/01/27","PMC6037302","NIHMS976964","10.1136/annrheumdis-2017-212224"
"22516994","[Maternal and fetal outcomes in systemic lupus erythematosus: analysis of 41 patients]","Ye H, Chen S, An Y.","Beijing Da Xue Xue Bao Yi Xue Ban. 2012 Apr 18;44(2):233-5.","Ye H","Beijing Da Xue Xue Bao Yi Xue Ban","2012","2012/04/21","","",""
"34874264","Pregnancy and Autoimmune Disease","Merz WM, Fischer-Betz R, Hellwig K, Lamprecht G, Gembruch U.","Dtsch Arztebl Int. 2022 Mar 4;119(9):145-156. doi: 10.3238/arztebl.m2021.0353.","Merz WM","Dtsch Arztebl Int","2022","2021/12/07","PMC9201458","","10.3238/arztebl.m2021.0353"
"24763535","The effects of lupus and antiphospholipid antibody syndrome on foetal outcomes","Nalli C, Iodice A, Andreoli L, Lojacono A, Motta M, Fazzi E, Tincani A.","Lupus. 2014 May;23(6):507-17. doi: 10.1177/0961203313501402.","Nalli C","Lupus","2014","2014/04/26","","","10.1177/0961203313501402"
"29665758","The efficacy of adjunct tacrolimus treatment in pregnancy outcomes in patients with systemic lupus erythematosus","Ichinose K, Sato S, Kitajima Y, Horai Y, Fujikawa K, Umeda M, Fukui S, Nishino A, Koga T, Kawashiri SY, Iwamoto N, Tamai M, Nakamura H, Origuchi T, Yasuhi I, Masuzaki H, Kawakami A.","Lupus. 2018 Jul;27(8):1312-1320. doi: 10.1177/0961203318770536. Epub 2018 Apr 17.","Ichinose K","Lupus","2018","2018/04/19","","","10.1177/0961203318770536"
"35590424","Characteristics of childhood-onset systemic lupus erythematosus in pregnancy and its association with pregnancy outcomes: a retrospective comparative cohort study","Li ZJ, Hu HY, Ding ZL, Bian ZW, Xu YH, Wen HT, Qu YL, Wang JD, Huang XL, Li D, Li J, Hu GF.","Reprod Biol Endocrinol. 2022 May 19;20(1):78. doi: 10.1186/s12958-022-00954-x.","Li ZJ","Reprod Biol Endocrinol","2022","2022/05/19","PMC9118857","","10.1186/s12958-022-00954-x"
"32590723","Systemic Lupus Erythematosus: Clinical Updates in Women's Health Care Primary and Preventive Care Review","Petri M.","Obstet Gynecol. 2020 Jul;136(1):226. doi: 10.1097/AOG.0000000000003942.","Petri M","Obstet Gynecol","2020","2020/06/27","","","10.1097/AOG.0000000000003942"
"27696790","Disease Activity During Pregnancy and the First Year Postpartum in Women With Systemic Lupus Erythematosus","Götestam Skorpen C, Lydersen S, Gilboe IM, Skomsvoll JF, Salvesen KÅ, Palm Ø, Koksvik HSS, Jakobsen B, Wallenius M.","Arthritis Care Res (Hoboken). 2017 Aug;69(8):1201-1208. doi: 10.1002/acr.23102. Epub 2017 Jul 10.","Götestam Skorpen C","Arthritis Care Res (Hoboken)","2017","2016/10/04","","","10.1002/acr.23102"
"29270938","Movement Disorders in Women","Baker JM, Hung AY.","Semin Neurol. 2017 Dec;37(6):653-660. doi: 10.1055/s-0037-1608845. Epub 2017 Dec 21.","Baker JM","Semin Neurol","2017","2017/12/23","","","10.1055/s-0037-1608845"
"32470103","Risk of adverse obstetric outcomes in Japanese women with systemic lupus erythematosus: The Japan Environment and Children's Study","Murata T, Kyozuka H, Fukuda T, Yasuda S, Yamaguchi A, Sato A, Ogata Y, Kuse M, Hosoya M, Yasumura S, Hashimoto K, Nishigori H, Fujimori K; Japan Environment and Children’s Study Group.","PLoS One. 2020 May 29;15(5):e0233883. doi: 10.1371/journal.pone.0233883. eCollection 2020.","Murata T","PLoS One","2020","2020/05/30","PMC7259765","","10.1371/journal.pone.0233883"
"26087812","Maternal and foetal outcomes in pregnant systemic lupus erythematosus patients: an incident cohort from a stable referral population followed during 1990-2010","Jakobsen IM, Helmig RB, Stengaard-Pedersen K.","Scand J Rheumatol. 2015;44(5):377-84. doi: 10.3109/03009742.2015.1013982. Epub 2015 Jun 19.","Jakobsen IM","Scand J Rheumatol","2015","2015/06/20","","","10.3109/03009742.2015.1013982"
